estimated_x,estimated_y,estimated_z,GPIO_Pin_12,GPIO_Pin_13,GPIO_Pin_14,GPIO_Pin_15
149.044.022,226.118.591,144.088.043,OFF,ON,OFF,ON
149.044.022,226.118.591,144.088.043,OFF,ON,OFF,ON
149.044.022,226.118.591,144.088.043,OFF,ON,OFF,ON
152.531.006,218.484.192,149.062.012,OFF,ON,OFF,ON
152.531.006,218.484.131,149.062.012,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.131,149.062.012,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.131,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.131,149.062.012,OFF,ON,OFF,ON
152.531.006,218.484.131,149.062.012,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.131,149.062.012,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
152.531.006,218.484.192,149.061.996,OFF,ON,OFF,ON
150.057.312,225.992.981,144.109.894,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
150.560.242,229.719.849,144.120.483,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.146.820,OFF,ON,OFF,ON
148.073.410,232.160.339,140.148.224,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.084.671,233.061.249,140.169.342,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,141.160.278,OFF,ON,OFF,ON
149.580.139,232.413.116,137.195.923,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
148.099.457,238.763.092,137.198.929,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,137.219.574,OFF,ON,OFF,ON
149.109.787,239.911.530,140.193.558,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
150.599.854,236.015.076,140.199.707,OFF,ON,OFF,ON
151.096.329,234.671.417,141.181.931,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,141.181.778,OFF,ON,OFF,ON
150.590.881,233.978.027,142.172.455,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.076.294,230.888.245,142.152.588,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
150.571.594,230.122.986,143.143.204,OFF,ON,OFF,ON
149.580.139,232.411.774,141.149.796,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
149.074.829,231.524.307,141.149.643,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.579.376,232.239.075,140.158.737,OFF,ON,OFF,ON
148.074.829,230.524.170,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.127,230.524.307,140.148.224,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
147.568.878,230.360.443,140.137.772,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,140.149.643,OFF,ON,OFF,ON
148.074.829,230.524.307,141.126.404,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
148.570.221,229.741.730,141.140.442,OFF,ON,OFF,ON
147.570.297,228.732.910,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,140.140.442,OFF,ON,OFF,ON
147.570.221,228.741.730,139.149.643,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
147.580.917,229.587.204,139.161.835,OFF,ON,OFF,ON
148.077.820,227.252.243,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
