estimated_x,estimated_y,estimated_z,GPIO_Pin_12,GPIO_Pin_13,GPIO_Pin_14,GPIO_Pin_15
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
148.583.359,228.109.467,140.166.718,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
150.585.083,228.457.642,142.170.151,OFF,ON,OFF,ON
152.070.343,226.319.473,145.139.221,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
152.575.317,228.076.248,145.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
153.575.317,229.076.248,146.150.635,OFF,ON,OFF,ON
154.070.343,228.295.288,147.140.686,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
154.576.111,229.266.907,147.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
153.576.111,228.266.907,146.152.222,OFF,ON,OFF,ON
152.601.654,228.266.907,144.171.906,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
151.068.909,226.882.050,144.137.817,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
149.067.520,226.481.720,142.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
148.067.520,225.481.720,141.135.040,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
148.057.159,223.319.489,142.114.304,OFF,ON,OFF,ON
147.569.839,223.319.489,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.042,224.351.898,141.124.084,OFF,ON,OFF,ON
147.562.653,223.563.812,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.562.668,223.562.592,141.125.336,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.068.207,223.681.885,140.136.414,OFF,ON,OFF,ON
147.563.934,222.773.499,141.127.899,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.058.319,220.764.252,141.116.638,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
147.025.482,210.206.802,144.050.964,OFF,ON,OFF,ON
148.507.233,200.380.905,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
148.507.233,200.380.768,147.014.465,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,140.071.960,OFF,ON,OFF,ON
144.035.980,213.152.863,253.327.713,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
199.698.425,240.507.843,253.396.851,OFF,ON,ON,ON
